"districtid","hasMetro","busStopDensity","stopsWithinMetroService","streetDensity","collectorStreetDensity","mainRoadDensity","highWayDensity","busRouteDensity","lineOverlapFactor","peopleDensity","developLevel","developLevelWithinBusService","busAccessibility","laggingIndex","weiboSignin","number","number_level","1","2","3","4","5","index","leafIndex"
119,0,1.973158727,0,0.303618281,1.131770403,0,1.015941523,10.1916578,4.746459168,339.5239513,-0.189593124,-0.38087739,10149.35558,4.405436073,2402,428,2,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
124,0,10.16653548,0,0.727232306,0.253274566,0.904798538,0,18.87036869,7.044836151,7269.753939,-0.332307937,-0.377977463,8388.640816,3.583158312,9,413,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
125,0,8.030978876,0,0,0,0.310232943,0,9.983608608,4.312755229,7494.432304,-0.331755476,-0.411864102,9038.915986,3.770403793,176,349,1,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
127,0,9.318778289,0,3.287895382,0.39736047,0.390957483,0,30.40508496,7.962903515,8423.860017,-0.251774646,-0.118088507,8430.705102,3.638982871,6659,489,2,0.0952380952380952,0.428571428571429,0.238095238095238,0.0952380952380952,0.142857142857143,2,8
128,0,7.687431991,0,3.178611176,0.910235264,0,0,21.71179713,16.36714448,5896.266197,-0.224560984,-0.198842577,7234.130612,3.504357401,5289,467,2,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
129,0,9.849774522,0,2.967372788,0.622890874,1.770163369,0,24.42361699,5.244087173,7853.982018,-0.241744588,-0.354721156,8220.809524,3.816033436,2806,430,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
130,1,13.24228399,24,4.106394653,0.954435067,0.360138989,0,69.5531557,20.52970101,8544.054059,0.498192305,0.042685445,7297.489116,3.342034018,14191,515,2,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
131,1,10.62060314,18,0.715614828,1.479521449,0.568473234,0,46.06757613,18.94892203,8735.953695,-0.281610057,-0.372405472,7735.854422,3.735319533,2606,512,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
132,1,11.52064331,22,1.841482669,1.298726591,0.901195141,0,59.57513417,21.2128558,8708.37341,-0.137665173,-0.298102979,7569.533673,3.78970045,2625,637,3,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
133,0,15.46644591,0,7.320292723,0,0.989516833,0,36.89013349,8.656153599,14090.16986,-0.159835207,-0.086272851,7488.007157,4.00856252,3043,1058,5,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
134,1,19.18695772,27,8.599252308,2.056362041,1.061107791,0,42.21960857,10.57515698,2927.197578,0.078351924,1.619017773,6601.177211,3.284050343,2807,1283,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
135,1,18.52141834,31,0.853295157,1.426864614,0.362104559,0,50.087934,12.70549919,8777.561196,0.165009935,-0.015069773,7679.193197,3.430157629,10489,516,2,0.0952380952380952,0.428571428571429,0.238095238095238,0.0952380952380952,0.142857142857143,2,8
136,1,17.29839442,30,1.17550207,0.77715302,0.730829372,0,26.15485323,9.399730395,8559.703864,-0.183159662,-0.017392763,7570.702041,3.304423406,4523,805,4,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
137,1,19.00588608,31,2.853421326,1.086591322,0.710918631,0.660512861,61.67652863,14.56414239,8651.135748,-0.27033759,-0.16382875,7857.95068,3.464312822,3182,434,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
138,1,31.12766642,17,8.194008664,1.21141438,3.249447763,0,91.55855925,16.9118468,3093.565281,2.65321928,1.129966867,7304.551125,3.697441792,8172,1130,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
139,1,4.413925051,10,0.402567963,1.641601677,0.508963065,0,9.533085411,5.732992644,0,-0.201591807,-0.01651862,8104.135181,4.166783265,1862,1653,5,0,0,0.5,0,0.5,3,11
140,0,7.574240732,0,0,0.611171508,0,0.231202655,28.99793209,7.797090947,8107.191537,-0.310988434,-0.324401465,8264.847279,3.92717818,916,581,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
141,0,9.493402576,0,0.296663338,0.210565087,0.444457764,0,45.13857739,21.70526466,7296.514095,-0.254681793,-0.254116713,8756.621585,3.745492465,1943,605,3,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
142,0,7.584553359,0,0.444503457,0,0.360480378,0,14.04406966,12.5076408,7349.109649,-0.323970264,-0.412668117,9165.858948,3.709536349,24,500,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
143,0,6.850515473,0,0,0.741395898,0,0.572284389,39.15829606,13.76139016,7336.762492,-0.321023014,-0.393933822,8809.785276,3.855222057,699,380,1,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
144,1,17.48496293,22,9.504139841,0.670404697,1.482844566,0,65.325643,15.26486523,9385.108296,0.174533966,-0.082742582,7351.584694,3.148939801,4466,665,3,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
145,1,39.40601993,22,7.329432005,0,1.95034397,0,60.89734631,11.49366157,13148.98194,0.111937189,0.021079639,7857.19257,3.56879093,2289,743,3,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
146,1,9.217597183,12,7.027680905,0,1.994402745,0,17.77661031,10.27010262,5048.85019,-0.21030774,-0.290891494,8117.259714,3.486586971,2086,495,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
147,0,8.242259442,0,0.064694303,0,0.329382273,0.368719122,14.71316727,7.98066576,4587.027456,-0.252373115,-0.375462977,8877.645194,3.716417233,3087,426,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
148,0,3.627440134,0,0,0,0,0.368473137,2.281609488,4.705883898,1939.637806,-0.332075665,-0.385883381,9263.666326,4.091827676,43,399,1,0.533333333333333,0,0.2,0.2,0.0666666666666667,1,9
149,1,12.44263229,30,1.623614032,0.33205954,0.562204179,0.253584991,44.03152862,33.31564348,6170.047435,-0.082395511,-0.211704085,8296.795238,3.636093018,4219,731,3,0.0833333333333333,0,0.666666666666667,0.25,0,3,6
150,0,4.704349552,0,0,0,0,0,16.02425373,8.058479586,7577.610287,-0.325706775,-0.387718281,8294.704577,3.558663182,1133,435,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
152,1,18.65529108,7,5.283829567,0,1.592555505,0,53.07954898,10.97314245,2781.032155,2.212835183,0.763270308,7173.280164,3.670002373,10743,920,4,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
153,0,8.536484937,0,3.161156996,0,1.41498351,0.759529837,52.07364863,20.26553935,11497.14054,-0.188205687,-0.304648476,10363.78719,4.857002063,1138,945,4,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
154,0,6.147283503,0,0.359941112,0.58773586,0.181075212,0.296364017,19.20072895,16.09025361,6376.384815,1.135240126,0.522700837,7615.570893,4.145331425,3747,585,2,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
155,0,10.27591542,0,0,0.709935846,0,0.508885768,25.96868968,9.741320774,8456.368328,-0.241667647,-0.379913388,9103.243986,4.437072791,5631,822,4,0.0952380952380952,0.428571428571429,0.238095238095238,0.0952380952380952,0.142857142857143,2,8
156,0,8.875167404,0,0.26048038,0,0,0.160785083,11.57914203,5.000724118,7557.544844,-0.291534382,-0.381457639,8333.991138,4.563624801,6196,551,2,0.0952380952380952,0.428571428571429,0.238095238095238,0.0952380952380952,0.142857142857143,2,8
158,1,7.221026741,40,2.147916422,0.085502073,1.873079767,0,34.96369112,19.70182313,6428.929147,-0.165926442,0.000360076,6732.237219,3.391818966,6092,1077,5,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
159,1,11.71747167,7,5.862418882,1.872189885,0.849385578,0,48.48575992,11.68726911,4075.817014,-0.282077957,-0.143370128,7574.133538,3.789903335,479,631,3,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
160,0,2.718909608,0,0.826249584,0.270742681,0,0.055432988,14.11442307,13.03965195,4321.673785,-0.318986783,-0.32133363,7494.112826,3.826243007,127,730,3,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
161,1,12.70481431,20,2.768251853,0,0.297133632,0,44.23835068,26.47772948,8834.081411,-0.293930693,-0.332920381,6565.621926,3.903714932,1567,689,3,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
162,0,10.79173353,0,0.435125086,0,0.409711492,0,13.69400028,5.148118085,8265.684801,-0.287689679,-0.37250228,7837.601701,4.319271364,226,471,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
163,0,7.124910072,0,0.106716919,0,0.94525238,0,18.3437674,8.486248006,6202.981376,-0.315638354,-0.401021606,9414.290897,3.869456158,375,449,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
164,0,7.762494576,0,0,0,0.442002513,0,16.13628756,6.7136131,4515.019604,-0.330538359,-0.409813491,9218.696939,3.697697175,239,199,1,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
165,0,10.45391983,0,0,0.371768004,0.325971357,0,27.10444738,13.17982705,6072.325517,-0.222889888,-0.206868756,9948.489775,3.809773205,3605,234,1,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
166,0,17.2864564,0,0,0.840065558,0.465168803,0,71.55790195,39.97171939,8645.202713,-0.004602299,-0.143510388,10786.70748,3.764781676,2958,357,1,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
167,0,9.351700338,0,0,0,0,0,12.95196376,7.055929456,8671.44176,-0.330840151,-0.383667894,10473.83367,3.66447908,307,215,1,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
168,0,5.813759133,0,0,0,0,0,13.42481635,4.972044913,7438.06757,-0.300116769,-0.398475667,9456.562372,3.999473784,456,231,1,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
169,0,5.730179982,0,1.019657872,0,0.743041404,0,3.420852088,2.485948412,5497.643342,-0.049966032,-0.245390354,10039.1449,3.625371461,1814,228,1,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
170,0,0.599784138,0,1.054523494,0,0.048402608,0.497120067,2.548064992,11.60170746,886.6807034,-0.31856919,-0.390086184,10410.87687,3.500084936,1049,3786,5,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
172,1,11.95098991,9,0.456907105,2.335752417,0.753257479,0,49.96512749,20.80738921,21900.48443,-0.113929184,-0.181172246,10369.21985,3.211133961,4553,811,4,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
173,0,17.90451522,0,0,0,3.402343082,0,176.7303622,70.51996877,15181.74857,-0.2346247,-0.301832818,7253.666667,3.7861496,369,852,4,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
174,0,17.40296841,0,4.17442496,0,0,0,39.39973113,9.425527661,19322.16821,-0.199612834,-0.322362721,7311.42642,3.713734558,248,969,4,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
175,0,22.5348304,0,5.885362478,0,0,0,43.90438485,11.61161315,27339.15785,-0.010688602,-0.301365506,8297.329201,3.884141256,7523,1061,5,0.0952380952380952,0.428571428571429,0.238095238095238,0.0952380952380952,0.142857142857143,2,8
176,0,23.08050943,0,0.743529851,0,3.912609346,0,197.6441709,38.66756453,7499.012877,-0.273716734,-0.377320169,8508.80487,2.999747271,602,460,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
177,1,23.0757059,24,2.07836315,1.499603291,3.576208263,0,62.7926062,29.95282496,20882.91117,0.031410735,0.412612383,6348.701361,3.411192131,3350,841,4,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
178,1,24.77888715,21,2.029580713,0.593961024,0.608996034,0,56.16688844,11.95725394,27207.32428,-0.078270979,0.322144989,6575.186735,3.534767619,9237,969,4,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
179,1,9.966248676,19,1.472581212,0.418782808,0.70748086,0,34.12324591,21.2583991,15552.63405,-0.120610873,-0.080620121,7198.98594,3.647562635,5968,1054,5,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
180,0,0.532361596,0,0.439634032,0.664676369,0,0,7.11358777,0,1261.137841,-0.330995902,-0.189903321,8819.18599,3.905023307,1245,1319,5,0,0,0.5,0,0.5,3,11
181,1,6.568381254,12,0.72263349,0.523230761,0,0.473263114,12.58707682,9.371232739,4906.644675,-0.263932951,-0.274378407,7489.20526,3.903641827,2647,1082,5,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
182,0,1.453341295,0,0.818574494,0,0.177839851,0.31007173,15.72736406,16.95287623,1640.026948,-0.330994993,-0.343974325,7575.039276,3.68721041,3054,692,3,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
183,1,18.44121215,26,5.698718045,1.443892532,0.664112907,0,46.59395618,11.97812694,21156.22924,0.508218717,-0.071382195,6368.468238,3.879352009,8108,1126,5,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
184,1,21.42606534,26,5.669105123,1.737105135,1.725171052,0.684384287,130.7269488,22.62299752,24886.404,-0.08093053,-0.2119902,7430.968729,4.030736912,3437,1226,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
185,1,29.07636034,36,7.036544478,0,0,0,77.27400999,42.63186846,25948.73654,-0.291749123,1.320129155,6157.701361,3.652950922,873,917,4,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
186,0,32.31971841,0,6.307438906,1.405057025,2.214551001,0,92.20109764,19.64939344,25337.25149,-0.210763085,-0.218448517,6453.784935,3.766429637,1692,1537,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
187,0,13.13908629,0,5.57018464,0,0.716393799,0,24.93178919,7.86194741,18884.48228,-0.177359595,-0.207864849,6759.506476,3.869638754,2571,1235,5,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
188,1,23.73967438,40,1.056530199,2.291244627,0.43106076,0,140.0007547,41.99229056,10094.60926,1.071739701,1.088277828,5964.305102,3.397083252,15760,1237,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
189,1,23.80542742,50,2.026957498,0,0.432821779,0,105.5235466,52.9252641,27471.05797,-0.054347552,-0.207322832,6537.366735,3.360817126,4753,1632,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
190,1,18.23222436,7,1.952860036,0.515403799,0.246329759,0,39.45261277,10.31596974,10439.75492,-0.298553727,-0.074747546,7070.711656,3.696682554,4126,692,3,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
191,1,13.8273641,15,2.915867706,0.444338329,0,0.613369543,44.51905685,12.09474551,21982.0853,-0.203498517,-0.243320163,7522.878788,4.01956035,4221,832,4,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
192,1,9.768814631,23,3.53543246,0.260129524,0.085875894,0.331761988,13.06306315,8.116318474,9207.523678,-0.18312769,0.657249483,6587.848702,3.673744036,5866,845,4,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
193,0,8.838565919,0,2.67058636,1.615544099,0,0.460664541,36.55301505,25.0520168,14282.02789,-0.287378727,0.729166619,5834.737219,3.477602501,3749,752,3,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
194,1,19.32786876,50,0.910453578,0.538847997,1.589922381,0,97.91394767,35.15653133,28270.68703,-0.319167946,-0.20737122,6816.373292,3.633183721,2241,1435,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
195,1,9.298225713,36,2.389275643,0.999749277,0.520793762,0,44.32525873,19.11544088,6872.741408,-0.278175303,-0.233920554,6480.046353,3.7888648,9672,826,4,0,0,0,0.75,0.25,4,7
196,1,17.24698161,25,4.043224674,2.147400584,0,0,91.72580741,34.72622337,10047.73046,-0.211841844,0.550208684,6389.82551,3.842984319,6517,864,4,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
197,1,21.65782615,51,1.401300482,0.956852495,0.862576416,0,60.56249102,17.4286857,9003.21068,-0.02829097,0.065364827,6152.251361,3.566828229,5992,1494,5,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
198,1,21.54628577,36,4.379595953,0.620698689,0.451199346,0,70.35375273,22.11774549,8626.214724,0.155939765,0.019683107,6666.760736,3.602368321,7286,1400,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
199,0,7.429688611,0,0.583198396,0,0,0.294355469,10.66225198,22.16463821,6094.501919,-0.321426397,-0.385088428,19359.50792,5.209670143,155,572,2,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
200,1,16.47540487,15,1.527795395,0.083213426,0,0,36.76128641,15.79608,18639.49176,-0.172759451,-0.175455965,6353.421125,3.415804502,3478,1135,5,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
201,1,24.9839389,19,6.592971011,1.038770196,0.904070845,0,82.04596394,21.27795873,29576.78921,2.806629812,1.586718198,6387.377915,3.672490911,12409,2017,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
202,1,17.66393147,16,2.331569688,1.840848265,2.141584082,0,86.15882472,18.88543035,20396.34278,0.578447989,1.697590995,6062.588477,3.337683951,4728,444,2,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
204,0,13.65962225,0,0.450600378,2.714590345,0.853708527,0,43.50298502,17.23713534,27569.24587,-0.20790319,0.354290775,6092.239071,3.520950575,1947,1061,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
205,0,20.60920819,0,0.455245854,0.496202946,0,0.275073253,65.30946037,25.36070782,26896.52546,-0.286096729,-0.046621676,6224.662227,3.625016877,1272,1125,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
206,0,30.46184308,0,1.058555215,0.394289723,1.611586382,0,90.34787165,20.88399086,27538.03162,0.098148888,-0.028492262,6449.230061,3.581708002,4823,1374,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
207,0,22.98647033,0,4.771016967,0,2.701532904,0,97.76750174,21.60282662,27655.57857,0.185450411,-0.031947983,6807.059646,3.968188326,7322,1451,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
208,0,41.61630804,0,2.446152116,0,1.444411502,0,116.373041,15.76567171,26439.80744,0.72260131,0.151373957,6740.984631,3.652556267,1771,1373,5,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
209,1,23.19044925,29,6.608088493,1.450359852,1.141715984,0,78.41072039,32.57929212,26826.09267,-0.292208079,0.142616626,6486.802041,3.809310463,988,870,4,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
210,0,12.89297381,0,0.403418343,0,2.631681231,0,98.31180876,24.59053655,23334.59221,0.34050358,-0.304678687,6708.35041,3.981062598,3998,1055,5,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
211,0,16.26408346,0,5.10268231,0.851479024,0.451497599,0.658089788,73.65419658,18.80749774,26115.57399,-0.085228608,0.067148398,6826.081973,4.08320923,5055,916,4,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
212,1,25.49384257,26,5.810312504,1.010508788,0.348760233,0,109.440952,36.13551245,27575.38194,0.723809025,0.931595116,6427.412747,3.689164531,4534,994,4,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
213,1,28.36084622,34,4.165063546,0,2.52056398,0,108.3983307,20.70443758,24857.37121,0.597725379,1.120740616,6357.749148,3.742035522,7500,1208,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
214,0,28.38449639,0,0.867819576,1.311077106,2.281043038,0,90.85269492,30.41156722,24983.42309,-0.124139103,0.95446647,6066.7212,3.383571248,5995,769,3,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
215,0,7.459757478,0,0.085438593,0,0,0,47.88459347,53.31502148,14882.00737,-0.022594502,-0.357327404,6607.182409,3.91796974,3095,732,3,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
216,0,2.799375027,0,0.430944687,0,0,0.193148656,1.112767294,3.905416271,3835.256314,-0.31393683,-0.148778584,7496.457906,4.496047528,823,841,4,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
217,0,4.345115113,0,5.10549217,0.314573925,0.771101573,0.266832497,8.824187324,4.583021648,0,-0.312240977,-0.361837828,8860.363327,3.868377445,553,293,1,0.533333333333333,0,0.2,0.2,0.0666666666666667,1,9
218,1,19.36444744,14,3.035375827,2.475660575,0.491358022,0,45.17491407,12.3230728,8340.666929,0.735017191,-0.095832406,6749.071429,3.204096843,8989,652,3,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
219,0,1.513544365,0,0.536429626,0.71837801,0,0.635216831,8.059056399,5.213724845,154.9872414,-0.284107522,-0.144320836,11142.8923,4.207674709,1795,225,1,0.661971830985915,0.0985915492957746,0.0845070422535211,0.0704225352112676,0.0845070422535211,1,4
220,0,7.733327044,0,3.736667412,0.746698302,0.517586209,0.784032737,17.06628755,9.0291998,433.1994673,-0.318528934,-0.383367031,6425.789796,3.015318767,367,357,1,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
221,0,2.555883225,0,4.724918772,0.830168284,0,0,3.770786494,3.949474368,513.1112241,-0.321368766,-0.408852645,8756.864008,3.807461045,677,249,1,0.533333333333333,0,0.2,0.2,0.0666666666666667,1,9
222,0,5.88896521,0,4.276107215,0.393973353,0.298198947,0,6.091530668,4.080996507,7321.565417,-0.325374798,-0.396558806,8922.29898,3.543443181,312,855,4,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
223,0,3.128556638,0,1.283776752,0,0.146420178,0.675378599,11.16224925,211.9298712,134.4477084,-0.146160703,0.712805628,7270.190354,3.779616918,4549,1511,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
224,1,38.01337057,16,3.336453635,0,2.388208137,1.38093449,41.74586237,14.52821229,22108.05522,-0.307290253,0.046493562,6677.352211,3.647698732,5570,1180,5,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
225,1,18.57172307,21,3.982331547,0.678077199,1.737486995,0,77.39360615,25.16645706,24395.49656,0.040425058,0.339626571,6083.026871,3.453162423,7097,1424,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
226,1,55.60326453,25,7.212268024,0,2.734890616,1.134614485,60.17305262,120.7101729,26432.16054,-0.160103604,0.088220159,6364.422656,3.400047977,1939,1379,5,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
227,0,9.748465226,0,8.021412504,0.934822753,0.08807908,0.220135988,15.32521823,7.707538856,17786.98294,0.120746941,0.06049212,6760.521088,2.16754383,5616,1278,5,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
228,1,6.436226585,23,3.105852476,0,0.460030382,0.117895818,17.2932889,12.99613166,4714.105566,-0.246196956,0.026351166,8218.855782,3.697233774,10682,661,3,0.0952380952380952,0.428571428571429,0.238095238095238,0.0952380952380952,0.142857142857143,2,8
229,1,5.03881183,12,6.889749554,0.193407539,0.334323892,0,13.37722608,7.200837129,6789.099154,-0.316318617,-0.407469863,8142.522109,3.324666373,499,417,2,0.255102040816327,0.5,0.102040816326531,0.112244897959184,0.0306122448979592,2,2
230,0,7.180359562,0,2.738923477,0.050850115,0.784178427,0.231071271,16.98294173,7.38607178,13810.25551,-0.29661254,-0.293468657,7581.692857,4.138879911,1686,1269,5,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
231,0,41.38102266,0,7.45749965,0,2.430043674,1.510028779,68.86285066,13.75563674,13994.18235,1.049146963,0.193769005,7198.895024,3.429088491,5580,955,4,0,0.137931034482759,0.0344827586206897,0.206896551724138,0.620689655172414,5,5
232,0,40.46741257,0,4.964213403,1.6063082,0.570600608,0,47.21012382,16.18370314,11337.55197,-0.118803463,0.124930407,6937.519728,3.211159892,1225,832,4,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
233,1,22.2492038,12,8.189561846,0,0.573859633,0,50.08492828,12.62667023,12534.67227,0.13088347,-0.13246685,7522.475119,3.384267736,3398,636,3,0,0.0526315789473684,0.157894736842105,0.526315789473684,0.263157894736842,4,10
234,1,18.05393613,34,6.467188427,0.82288101,2.778949873,0,129.1019354,33.2683098,25948.08252,1.251638245,0.621843167,6125.258163,3.596080268,6845,1300,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
235,1,20.37291918,31,5.70137937,0.892854051,3.529490755,0,94.03596695,16.88530999,25179.48505,3.769648246,2.75139636,6155.269257,3.400175563,53028,1027,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
236,1,18.96112804,33,6.434200676,0.696501696,0.777870121,0,61.52523486,22.16078848,24634.21723,0.751833877,0.5296849,6988.379706,3.930718929,8420,1395,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
237,0,17.10273457,0,6.726636815,0,2.456616558,0,66.93932118,14.57240177,25100.6469,0.864326384,1.876706492,6344.563605,3.827067987,11173,1358,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
238,1,9.55723139,28,1.656355724,0,0.766017277,0,44.27243855,67.0306452,24916.76273,-0.179648104,2.402869121,5887.83197,3.360605085,1826,1353,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
239,1,22.68701096,32,3.103657765,2.333489542,2.469187641,0,98.97784184,20.39798628,24394.73626,0.782854563,2.667131176,6373.683367,3.791630088,20982,655,3,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
240,0,2.552378801,0,0.086760888,0,1.559581947,0,26.091921,136.6516829,0,-0.325558083,0.77170052,7629.656783,3.980681948,1159,1635,5,0,0.0714285714285714,0.0714285714285714,0.128571428571429,0.728571428571429,5,1
241,0,12.57921275,0,5.208032175,0,0.775172014,0,32.65664376,18.53698129,9710.439624,0.211680476,0.052140307,7641.317655,3.946208757,2707,1694,5,0.0588235294117647,0.117647058823529,0.470588235294118,0.147058823529412,0.205882352941176,3,3
