districtid,hasMetro,busStopDensity,stopsWithinMetroService,streetDensity,collectorStreetDensity,mainRoadDensity,highWayDensity,roadDensity,busRouteDensity,lineOverlapFactor,peopleDensity,developLevel,developLevelWithinBusService,busAccessibility,laggingIndex,weiboSignin,number,number_level,1,2,3,4,index,leafIndex
300,0,3.522903925,0,0,0,0,0.265876661,0.265876661,5.179437109,13.29112439,2372.155237,-0.33228649,-0.356945003,9488.136708,3.967303695,21,461.8153846,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
309,0,10.67478357,0,1.156904423,0.421611749,1.104877617,0.978030149,3.661423938,97.05232915,28.44696926,18045.52147,-0.261158766,-0.373407985,7139.570157,4.110241498,971,499.6969697,3,0,0.069767442,0.720930233,0.209302326,3,5
312,0,15.11237892,0,5.254583262,0.509751617,0.388980592,1.517493369,7.67080884,35.10801818,9.556294193,14491.45684,-0.240260314,-0.306891008,7278.508163,4.023313199,3448,561.5384615,3,0,0.069767442,0.720930233,0.209302326,3,5
315,0,1.627704839,0,3.231180568,0,0,0.435025181,3.666205749,2.695464868,2.573061831,62.90916354,-0.325156274,-0.397014349,7842.842857,3.608855286,2465,71,1,0.181818182,0.090909091,0.545454545,0.181818182,3,4
316,0,14.20259223,0,2.650142009,0.318104721,1.359792924,1.083576391,5.411616045,31.28297336,17.7565788,10315.53713,-0.007644326,0.236714713,7787.4182,3.67340317,4636,415.4025974,3,0,0.069767442,0.720930233,0.209302326,3,5
320,0,6.465956738,0,5.265708674,0,0.374641635,0,5.640350309,12.63109659,6.461003652,12592.31409,-0.322396983,-0.372174853,8145.879227,4.131540785,661,723.1333333,4,0.268656716,0.537313433,0.141791045,0.052238806,2,2
321,0,8.273047331,0,1.438503757,0.262834667,0.935751948,2.060630314,4.697720686,38.23215226,13.58538421,13376.03047,-0.01852775,-0.263110663,6752.234833,3.73934986,2623,358.4305556,2,0,0.069767442,0.720930233,0.209302326,3,5
326,0,13.47419584,0,0,0,1.062670148,0,1.062670148,56.0684415,24.32173473,9925.511314,0.209532851,-0.195053982,7470.707566,4.329977266,7741,467.8714859,3,0,0.181818182,0.181818182,0.636363636,4,6
327,0,7.157159665,0,0,0,0.473077849,0.062899553,0.535977402,26.67087885,14.39210462,8065.368018,-0.224565478,-0.298379943,8286.494206,4.464683657,1051,298.0454545,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
328,0,10.53742445,0,0,0,0,1.297671285,1.297671285,22.99669199,12.35346799,8917.322688,-0.157337497,-0.268301765,8217.467213,4.408229636,1450,188.5714286,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
329,0,3.015409088,0,0,0,0.050792731,0.116757632,0.167550363,4.01079726,10.45952028,2632.625253,-0.317893834,-0.340929889,8645.399384,3.962956952,231,183.1010101,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
330,0,1.542546915,0,0,0.367029619,0,0.074869294,0.441898913,4.205646038,8.058627873,1598.531336,-0.331348504,-0.411156976,8446.331288,4.12226556,6,504.5925926,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
332,0,17.46654165,0,4.703334331,0,0.386475051,0,5.089809382,86.82504128,18.87980112,14820.73117,0.064276243,-0.139327366,7929.481824,3.922504954,2753,548.016,3,0,0.069767442,0.720930233,0.209302326,3,5
333,0,16.22657867,0,5.682186284,0,1.547139369,0,7.229325653,30.44199974,7.094290866,15051.38475,-0.125828474,0.00529672,7056.912227,3.829153198,1674,511.4680851,3,0,0.069767442,0.720930233,0.209302326,3,5
334,0,1.127058964,0,0,0.199870615,0,0,0.199870615,2.243637971,9.37932561,1693.80155,-0.332672821,-0.412674804,12211.68443,4.109448724,27,154.2469136,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
336,0,11.12221151,0,0,0.115709788,0.939118208,0,1.054827996,34.15990067,15.00459332,8104.127678,-0.183860096,-0.259095127,8520.409184,4.336763609,4862,400.6477987,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
337,0,15.29989137,0,0,0.948274786,0.128073367,0,1.076348153,19.74191032,6.753235318,9339.001745,-0.264367717,-0.242945399,7498.805102,3.915445163,1176,432.0795455,3,0,0.069767442,0.720930233,0.209302326,3,5
338,0,6.946733709,0,0,0.419046862,0.15111427,0.746240423,1.316401555,19.35029773,8.745120135,5808.582437,-0.280425004,-0.36928813,8606.379346,4.027291222,551,135.1363636,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
342,0,16.87751207,0,1.688335369,2.090149839,0.98500564,0,4.763490848,58.13930909,11.78099666,10047.26615,0.423001998,0.167551711,7495.428425,3.619853681,14079,620.5496454,4,0,0.181818182,0.181818182,0.636363636,4,6
343,0,5.970077969,0,4.215243779,1.76960393,0.436647906,0.40527712,6.826772735,58.64194882,37.27577031,9953.189265,-0.140118791,-0.238264616,9143.22428,3.877036616,6169,412.1891892,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
344,0,4.067057076,0,0,0,1.032527462,0.857079596,1.889607058,5.275828424,2.283379442,4091.458929,-0.327497591,-0.396947183,10241.26392,4.604734511,213,161.7,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
345,0,4.4538287,0,0,0,0.471604549,0,0.471604549,6.617077342,6.678235022,4103.572985,-0.331456309,-0.412503223,9346.104976,4.422313673,106,125.4117647,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
349,0,15.94627333,0,4.131262027,0,1.706466676,0,5.837728703,61.30854672,34.47319172,10110.59171,0.148267931,0.384046968,7551.61486,3.555048777,7080,643.902027,4,0,0.181818182,0.181818182,0.636363636,4,6
351,0,12.51848385,0,0,1.241064706,1.006332159,0,2.247396865,13.42446207,4.887139433,9659.431981,-0.330541349,-0.396414034,9859.886503,4.131989963,32,106.3428571,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
353,0,5.395729299,0,0,0,0.793283666,0,0.793283666,14.4182247,6.513252584,6091.277703,-0.29601,-0.360453045,9657.403545,4.110422377,2873,203.2231405,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
357,0,16.02754561,0,0,0.304597139,1.634237344,0,1.938834483,47.58732135,15.28963208,10018.78345,0.023372255,-0.215497839,10609.68371,4.387234963,5532,311.5695652,2,0.744680851,0.14893617,0.063829787,0.042553191,1,1
358,0,5.186567309,0,0,0,1.221654162,0,1.221654162,6.108213552,8.192859743,10185.37793,-0.318808957,-0.406791163,10649.0034,3.951817277,19,148.3571429,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
359,0,5.656020622,0,0,0,1.112280204,0,1.112280204,12.00944229,4.559339083,8937.486532,-0.326838498,-0.413252907,10243.65884,4.16474599,250,314.2285714,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
370,0,3.516887133,0,0.52728959,0,0,0.063789283,0.591078873,5.939875117,7.267803844,3235.449254,-0.331646222,-0.40433483,7875.114754,4.560546887,664,241.0909091,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
371,0,2.262849348,0,0,0.059008352,0,0.121068014,0.180076366,8.85254543,7.849149602,2777.011017,-0.327034772,-0.406259226,10015.11354,6.414268348,16,237.875,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
372,0,8.458940135,0,0,1.442404436,0,0,1.442404436,36.71230502,21.2217277,9805.513974,-0.295444283,-0.376260142,8568.464822,4.411871961,1146,248.6973684,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
374,0,7.834473249,0,0,0,0.25401946,0.531748484,0.785767944,3.104651987,1.503280563,8932.985125,-0.217024849,-0.364503243,9617.180952,3.557915573,177,143.3157895,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
375,0,6.057228697,0,0,0,0.408213279,0.572691218,0.980904497,3.103604244,1.565129199,8003.609834,-0.296863394,-0.36081123,9913.249148,3.57273278,298,114.4761905,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
378,0,12.24222071,0,0,0,0.206594088,0,0.206594088,14.11140471,6.042380134,10028.817,-0.204990513,-0.247016204,9868.971711,3.829215499,1831,215.1328671,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
379,0,11.36642797,0,0,0,1.45795484,0,1.45795484,10.07088697,2.962784545,9834.114981,-0.309406222,-0.333282396,9049.377211,3.306719316,1970,107.7368421,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
380,0,11.4404597,0,1.035824354,0,0.775281862,0.39603005,2.207136266,10.53264866,3.511862483,9845.195965,-0.255522716,-0.311829494,9209.404908,3.527423088,1924,195.2280702,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
381,0,9.46536546,0,1.226612486,0.195060461,0.732693795,0.650343455,2.804710197,13.26660061,5.848960042,9856.407451,-0.123898259,-0.275803072,9548.081459,3.795849836,1527,194.1290323,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
382,0,8.395608537,0,0.828391868,0.154508073,0.493648584,0,1.476548525,7.087099994,3.504770753,9535.501306,-0.234190169,-0.27892693,9737.255464,3.546217598,2451,336.2926829,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
383,0,12.96531059,0,0,0,1.502359629,0,1.502359629,14.9977964,5.670510359,9893.757866,-0.072233063,-0.20148704,9508.163946,3.637122994,2629,231.5882353,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
387,0,7.360196517,0,0,0.998089371,0,0,0.998089371,12.97320119,8.761343173,8389.646757,-0.12574477,-0.27020577,8298.740476,4.290295887,3716,349.0588235,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
388,0,5.811648351,0,0,0,0,0.250128284,0.250128284,8.844697337,6.559597792,8292.770071,-0.332566107,-0.403685908,9249.077002,4.597768847,3,523.1714286,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
392,0,14.17575096,0,0,0.058940468,0.169393904,0.074354347,0.302688719,19.98060153,7.313644585,10047.62045,-0.22108224,-0.154855872,9565.235714,3.954467506,3332,280.8965517,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
393,0,1.612359705,0,0,0,0,0.062040733,0.062040733,1.284093221,5.641721885,1176.863028,-0.319469221,-0.39211467,8844.702527,4.239527119,416,499.5142857,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
394,0,5.242151088,0,0,0,0,0,0,4.350534001,3.908237908,6708.449271,-0.301363931,-0.40800249,7528.205601,4.053092473,314,199.5526316,1,0.027027027,0.675675676,0.189189189,0.108108108,2,3
395,0,13.18636108,0,0,0.305996094,0,0,0.305996094,17.0695513,7.759795045,8233.628891,-0.322256527,-0.313671776,8103.797205,4.153170592,300,162.6701031,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
396,0,10.41721416,0,0,0.436242255,0,0.783081648,1.219323903,7.396109227,4.218235925,8158.836965,-0.035680015,0.019930091,7600.026244,3.929745252,2650,366.5086705,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
397,0,9.223007715,0,0,1.738722324,0,0,1.738722324,30.23174379,10.7963818,9719.112706,-0.246156346,-0.271774332,8839.165984,4.375684055,1182,379.8410596,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
398,0,4.815530775,0,0,0,0,0.988392319,0.988392319,8.69145981,5.769298745,7794.712024,-0.324308521,-0.345645508,7162.671779,4.078494747,160,339.0138889,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
399,0,11.42207934,0,0.42940023,0.234659771,0,0,0.664060001,16.97590942,7.356207558,8900.298052,-0.235259285,-0.271757234,7701.953799,4.144981554,1137,261.742268,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
400,0,11.2232979,0,0.729282228,0,0,0.162744082,0.89202631,19.21019926,9.565253424,8868.960585,-0.322390181,-0.38814259,8724.408177,4.364436526,3146,504.9493671,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
