districtid,hasMetro,busStopDensity,stopsWithinMetroService,streetDensity,collectorStreetDensity,mainRoadDensity,highWayDensity,roadDensity,busRouteDensity,lineOverlapFactor,peopleDensity,developLevel,developLevelWithinBusService,busAccessibility,laggingIndex,weiboSignin,number,number_level,1,2,3,4,index,leafIndex
62,0,1.993201955,0,2.858799892,0.324850567,0.093224289,0,3.276874748,3.988749732,5.643720141,1382.755642,-0.311103588,-0.369045756,10033.85929,4.169753873,1514,277.4615385,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
63,0,0.448078661,0,0.456475824,0,0.163554663,0.343005289,0.963035776,0.605412476,7.158227611,373.9278681,-0.332672821,-0.408473735,8584.187586,4.318053521,30,444,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
64,0,6.288434312,0,0.190585621,0.660115741,0.477906869,0,1.328608231,8.160508471,4.236519158,6128.42958,-0.32762997,-0.39696668,7810.544399,3.4536835,354,457.4074074,3,0.027027027,0.675675676,0.189189189,0.108108108,2,3
67,0,6.370581634,0,0,0,1.363011489,0,1.363011489,33.78956559,15.64231365,4869.586823,-0.328554026,-0.408962147,10440.52288,4.10988493,112,63.59649123,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
68,0,6.347726933,0,0,0,0,0,0,14.0907824,6.663724437,6493.8817,-0.319960318,-0.389395775,11978.84939,4.134439994,130,70.4691358,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
69,0,8.352625264,0,0.452591247,0,0,0,0.452591247,18.28941814,7.52483494,7397.93135,-0.286230829,-0.370477307,11572.56865,4.110172804,780,137.2741935,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
72,0,8.031609494,0,0,0.133608769,0.492893194,0,0.626501963,7.67515146,4.386436875,6777.473767,-0.299579561,-0.373440906,7567.974438,3.553396637,378,467.2156863,3,0.027027027,0.675675676,0.189189189,0.108108108,2,3
77,0,11.34349062,0,0,0,0,0,0,22.91680551,5.276102168,8562.926291,-0.299755583,-0.301954892,9928.75888,3.654893331,82,100.8534483,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
78,0,1.692140683,0,0.053602697,0,0,0.317637784,0.371240481,0.930919051,1.80245671,1794.752786,-0.330953183,-0.41003511,13620.7056,5.095735118,170,77.72222222,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
79,0,11.7933957,0,0,0,0.58185383,0.491063842,1.072917672,30.53145474,9.396895573,7757.287753,-0.324892418,-0.412131579,10736.2102,3.84657527,158,77.45882353,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
80,0,2.933178168,0,0,0,0.109874118,0.082854105,0.192728223,6.11306717,4.913513353,7295.608182,-0.332672821,-0.413252907,12153.7454,4.212280062,3,94.20689655,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
81,0,0.281673121,0,0.384612573,0,0,0.587256935,0.971869508,5.924739506,10.25885316,383.3582091,-0.332302436,-0.38847546,11850.36842,5.359793808,752,453.5,3,0.744680851,0.14893617,0.063829787,0.042553191,1,1
82,0,1.131044535,0,0.959202454,0.015818753,0.060758731,0.134947088,1.170727026,2.9406324,8.235889198,1015.095698,-0.320028754,-0.392817941,9200.005219,3.339791045,7128,603.6451613,4,0.268656716,0.537313433,0.141791045,0.052238806,2,2
83,0,3.361113824,0,0.151291046,0.360544268,0.425849079,0.860731754,1.798416147,22.30960817,17.31258609,5189.838633,-0.31921,-0.272674427,7506.946392,3.6176972,2351,383.8547009,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
84,0,2.96490113,0,0,0.32902904,0,0.348714985,0.677744025,2.54661385,1.755288058,4614.899006,-0.322119128,-0.367014336,7228.950478,3.580687576,86,392,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
87,0,18.37297778,0,1.226699058,0,0.146067181,1.433419077,2.806185316,18.42452904,5.535397548,7728.527355,-0.24322799,0.000931354,7334.599044,3.908028003,1116,630.28,4,0.027027027,0.675675676,0.189189189,0.108108108,2,3
88,0,1.564365424,0,0.719000587,0,0.419355186,0.865616451,2.003972224,3.735650667,6.23922446,1919.706271,-0.313290776,-0.395844278,8250.359973,4.333343536,655,288.75,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
89,0,8.568957944,0,0,0.444287683,0,0,0.444287683,28.82450147,16.13453842,8587.248221,-0.177896006,-0.237653085,9810.275956,3.735260246,4095,180.3615819,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
90,0,2.911644301,0,0.049824363,0,0,0.541351617,0.59117598,5.246075381,6.427659003,2642.305535,-0.332672821,-0.405430461,9821.580556,3.511293299,114,170.3142857,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
91,0,1.567953743,0,0.171621674,0,0,0.135376426,0.3069981,1.660409612,4.397635758,2497.987947,-0.321327745,-0.395278163,10578.87198,3.496040201,176,378.3448276,2,0.744680851,0.14893617,0.063829787,0.042553191,1,1
95,0,2.143331431,0,1.302330825,0,1.157462612,0.920189821,3.379983258,11.05669865,7.808202602,5691.835948,-0.32847309,-0.408247341,9233.808985,4.042880352,603,205.5,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
96,0,11.33389562,0,2.83098414,0,0.946251897,0,3.777236037,37.81885728,13.0173921,12201.99109,-0.245715119,-0.259678735,8179.598563,3.964437237,897,180.7012987,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
97,0,25.31229038,0,4.347677664,0,0.973555004,0,5.321232668,32.8093278,8.250907217,14812.64519,0.299627935,0.158379523,8058.703893,3.834904157,7330,223.2741935,2,0,0.181818182,0.181818182,0.636363636,4,6
98,0,5.484746463,0,3.278074766,0,1.649517843,0,4.927592609,39.19568156,18.06877007,2406.760456,-0.315117251,-0.364108286,9028.808299,3.818171602,172,201.4,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
101,0,8.720934133,0,0.9501133,0,0.580519349,1.297442754,2.828075403,22.2539415,8.721986003,6205.478561,-0.300763452,-0.229193426,7377.358025,3.72012485,1333,680.1071429,4,0.027027027,0.675675676,0.189189189,0.108108108,2,3
104,0,6.935192018,0,0,0.144444642,0.069910755,0,0.214355397,10.65075605,6.435854997,4699.532249,-0.313747234,-0.400392865,8363.729295,3.387533529,135,170.8051948,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
105,0,9.688965572,0,0.4022549,0.357294059,0,0.902132783,1.661681742,25.67538936,10.10861474,7233.764286,-0.309032971,-0.398022812,9333.416496,3.83443404,354,186.9583333,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
106,0,5.186241937,0,3.252853666,0,0.879077982,0.164164589,4.296096237,12.3290756,7.630203089,5718.964599,-0.30969719,-0.407278598,12161.0414,4.140863781,105,402.65,3,0.744680851,0.14893617,0.063829787,0.042553191,1,1
107,0,10.4593612,0,3.218350024,0,0.637909968,0.235986642,4.092246634,25.60680001,11.78433401,14496.13193,-0.299257321,-0.38631216,9469.419421,4.570245026,1655,477.4210526,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
108,0,4.24468636,0,4.598638692,0,0.876325891,1.381991701,6.856956284,51.15826283,21.79517889,14770.51667,-0.320647722,-0.402673132,8512.513661,4.104547264,1822,386.75,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
109,0,8.235067763,0,2.372387488,0,0.691238327,0,3.063625815,31.74878922,26.26087562,9117.582528,-0.328308941,-0.29028757,9460.040466,4.29009493,495,177.9367089,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
114,0,7.208940103,0,0,0,0.151161051,0.539096921,0.690257972,18.37226142,10.74690311,6055.215664,-0.215350833,1.184922925,7559.733333,4.684740684,924,300.5333333,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
115,0,3.297393436,0,0,0,0,0.181874046,0.181874046,3.724163108,7.232350159,2781.647611,-0.331838618,-0.404997962,8570.933402,3.747925339,14,254.755102,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
116,0,12.49573299,0,0,0.100514445,0,0,0.100514445,20.13578639,5.673624541,7724.489989,-0.284341341,-0.399030876,8598.317996,3.658157263,374,144.920354,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
117,0,2.827307493,0,0.057766707,0.085418019,0,0.390482882,0.533667608,0.802238888,1.480243128,1784.093099,-0.331020229,-0.412782938,9289.766667,4.028810388,31,364.8666667,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
118,0,7.541652005,0,3.558564031,0.111329764,0.560979115,0,4.23087291,14.16018726,4.160204386,6680.161542,0.049994353,-0.340372929,7733.403545,3.92396051,6355,262.0496894,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
119,0,1.973158727,0,0.303618281,1.131770403,0,1.015941523,2.451330207,10.1916578,4.746459168,339.5239513,-0.189593124,-0.38087739,10149.35558,4.405436073,2402,233.9090909,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
124,0,10.16653548,0,0.727232306,0.253274566,0.904798538,0,1.88530541,18.87036869,7.044836151,7269.753939,-0.332307937,-0.377977463,8388.640816,3.583158312,9,219.0288462,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
125,0,8.030978876,0,0,0,0.310232943,0,0.310232943,9.983608608,4.312755229,7494.432304,-0.331755476,-0.411864102,9038.915986,3.770403793,176,190.8461538,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
127,0,9.318778289,0,3.287895382,0.39736047,0.390957483,0,4.076213335,30.40508496,7.962903515,8423.860017,-0.251774646,-0.118088507,8430.705102,3.638982871,6659,268.8774373,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
128,0,7.687431991,0,3.178611176,0.910235264,0,0,4.08884644,21.71179713,16.36714448,5896.266197,-0.224560984,-0.198842577,7234.130612,3.504357401,5289,257.8649425,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
129,0,9.849774522,0,2.967372788,0.622890874,1.770163369,0,5.360427031,24.42361699,5.244087173,7853.982018,-0.241744588,-0.354721156,8220.809524,3.816033436,2806,237.7307692,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
133,0,15.46644591,0,7.320292723,0,0.989516833,0,8.309809556,36.89013349,8.656153599,14090.16986,-0.159835207,-0.086272851,7488.007157,4.00856252,3043,540.9126214,3,0,0.069767442,0.720930233,0.209302326,3,5
140,0,7.574240732,0,0,0.611171508,0,0.231202655,0.842374163,28.99793209,7.797090947,8107.191537,-0.310988434,-0.324401465,8264.847279,3.92717818,916,340.8292683,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
141,0,9.493402576,0,0.296663338,0.210565087,0.444457764,0,0.951686189,45.13857739,21.70526466,7296.514095,-0.254681793,-0.254116713,8756.621585,3.745492465,1943,327.4131737,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
142,0,7.584553359,0,0.444503457,0,0.360480378,0,0.804983835,14.04406966,12.5076408,7349.109649,-0.323970264,-0.412668117,9165.858948,3.709536349,24,272.3622047,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
143,0,6.850515473,0,0,0.741395898,0,0.572284389,1.313680287,39.15829606,13.76139016,7336.762492,-0.321023014,-0.393933822,8809.785276,3.855222057,699,195.6210526,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
147,0,8.242259442,0,0.064694303,0,0.329382273,0.368719122,0.762795698,14.71316727,7.98066576,4587.027456,-0.252373115,-0.375462977,8877.645194,3.716417233,3087,232.8727273,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
148,0,3.627440134,0,0,0,0,0.368473137,0.368473137,2.281609488,4.705883898,1939.637806,-0.332075665,-0.385883381,9263.666326,4.091827676,43,264,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
150,0,4.704349552,0,0,0,0,0,0,16.02425373,8.058479586,7577.610287,-0.325706775,-0.387718281,8294.704577,3.558663182,1133,237.2767857,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
153,0,8.536484937,0,3.161156996,0,1.41498351,0.759529837,5.335670343,52.07364863,20.26553935,11497.14054,-0.188205687,-0.304648476,10363.78719,4.857002063,1138,471.2631579,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
154,0,6.147283503,0,0.359941112,0.58773586,0.181075212,0.296364017,1.425116201,19.20072895,16.09025361,6376.384815,1.135240126,0.522700837,7615.570893,4.145331425,3747,355.5446429,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
155,0,10.27591542,0,0,0.709935846,0,0.508885768,1.218821614,25.96868968,9.741320774,8456.368328,-0.241667647,-0.379913388,9103.243986,4.437072791,5631,514.3488372,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
156,0,8.875167404,0,0.26048038,0,0,0.160785083,0.421265463,11.57914203,5.000724118,7557.544844,-0.291534382,-0.381457639,8333.991138,4.563624801,6196,294.2416667,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
160,0,2.718909608,0,0.826249584,0.270742681,0,0.055432988,1.152425253,14.11442307,13.03965195,4321.673785,-0.318986783,-0.32133363,7494.112826,3.826243007,127,457.0344828,3,0.181818182,0.090909091,0.545454545,0.181818182,3,4
162,0,10.79173353,0,0.435125086,0,0.409711492,0,0.844836578,13.69400028,5.148118085,8265.684801,-0.287689679,-0.37250228,7837.601701,4.319271364,226,279.562963,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
163,0,7.124910072,0,0.106716919,0,0.94525238,0,1.051969299,18.3437674,8.486248006,6202.981376,-0.315638354,-0.401021606,9414.290897,3.869456158,375,245.0606061,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
164,0,7.762494576,0,0,0,0.442002513,0,0.442002513,16.13628756,6.7136131,4515.019604,-0.330538359,-0.409813491,9218.696939,3.697697175,239,111.2244898,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
165,0,10.45391983,0,0,0.371768004,0.325971357,0,0.697739361,27.10444738,13.17982705,6072.325517,-0.222889888,-0.206868756,9948.489775,3.809773205,3605,125.5659574,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
166,0,17.2864564,0,0,0.840065558,0.465168803,0,1.305234361,71.55790195,39.97171939,8645.202713,-0.004602299,-0.143510388,10786.70748,3.764781676,2958,184.4294118,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
167,0,9.351700338,0,0,0,0,0,0,12.95196376,7.055929456,8671.44176,-0.330840151,-0.383667894,10473.83367,3.66447908,307,123.5981308,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
168,0,5.813759133,0,0,0,0,0,0,13.42481635,4.972044913,7438.06757,-0.300116769,-0.398475667,9456.562372,3.999473784,456,122.7473684,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
169,0,5.730179982,0,1.019657872,0,0.743041404,0,1.762699276,3.420852088,2.485948412,5497.643342,-0.049966032,-0.245390354,10039.1449,3.625371461,1814,150.75,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
173,0,17.90451522,0,0,0,3.402343082,0,3.402343082,176.7303622,70.51996877,15181.74857,-0.2346247,-0.301832818,7253.666667,3.7861496,369,501.7252747,3,0,0.069767442,0.720930233,0.209302326,3,5
174,0,17.40296841,0,4.17442496,0,0,0,4.17442496,39.39973113,9.425527661,19322.16821,-0.199612834,-0.322362721,7311.42642,3.713734558,248,564.1625,3,0,0.069767442,0.720930233,0.209302326,3,5
175,0,22.5348304,0,5.885362478,0,0,0,5.885362478,43.90438485,11.61161315,27339.15785,-0.010688602,-0.301365506,8297.329201,3.884141256,7523,628.4367816,4,0.268656716,0.537313433,0.141791045,0.052238806,2,2
176,0,23.08050943,0,0.743529851,0,3.912609346,0,4.656139197,197.6441709,38.66756453,7499.012877,-0.273716734,-0.377320169,8508.80487,2.999747271,602,290.7555556,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
180,0,0.532361596,0,0.439634032,0.664676369,0,0,1.104310401,7.11358777,0,1261.137841,-0.330995902,-0.189903321,8819.18599,3.905023307,1245,672.7857143,4,0.268656716,0.537313433,0.141791045,0.052238806,2,2
182,0,1.453341295,0,0.818574494,0,0.177839851,0.31007173,1.306486075,15.72736406,16.95287623,1640.026948,-0.330994993,-0.343974325,7575.039276,3.68721041,3054,407.4098361,3,0.181818182,0.090909091,0.545454545,0.181818182,3,4
186,0,32.31971841,0,6.307438906,1.405057025,2.214551001,0,9.927046932,92.20109764,19.64939344,25337.25149,-0.210763085,-0.218448517,6453.784935,3.766429637,1692,882.0483871,4,0,0.069767442,0.720930233,0.209302326,3,5
187,0,13.13908629,0,5.57018464,0,0.716393799,0,6.286578439,24.93178919,7.86194741,18884.48228,-0.177359595,-0.207864849,6759.506476,3.869638754,2571,763.4320988,4,0,0.069767442,0.720930233,0.209302326,3,5
193,0,8.838565919,0,2.67058636,1.615544099,0,0.460664541,4.746795,36.55301505,25.0520168,14282.02789,-0.287378727,0.729166619,5834.737219,3.477602501,3749,439.7734375,3,0,0.069767442,0.720930233,0.209302326,3,5
199,0,7.429688611,0,0.583198396,0,0,0.294355469,0.877553865,10.66225198,22.16463821,6094.501919,-0.321426397,-0.385088428,19359.50792,5.209670143,155,353.8076923,2,0.744680851,0.14893617,0.063829787,0.042553191,1,1
204,0,13.65962225,0,0.450600378,2.714590345,0.853708527,0,4.01889925,43.50298502,17.23713534,27569.24587,-0.20790319,0.354290775,6092.239071,3.520950575,1947,531.8153846,3,0,0.069767442,0.720930233,0.209302326,3,5
205,0,20.60920819,0,0.455245854,0.496202946,0,0.275073253,1.226522053,65.30946037,25.36070782,26896.52546,-0.286096729,-0.046621676,6224.662227,3.625016877,1272,577.1442308,3,0,0.069767442,0.720930233,0.209302326,3,5
206,0,30.46184308,0,1.058555215,0.394289723,1.611586382,0,3.06443132,90.34787165,20.88399086,27538.03162,0.098148888,-0.028492262,6449.230061,3.581708002,4823,753.4337349,4,0,0.069767442,0.720930233,0.209302326,3,5
207,0,22.98647033,0,4.771016967,0,2.701532904,0,7.472549871,97.76750174,21.60282662,27655.57857,0.185450411,-0.031947983,6807.059646,3.968188326,7322,821.2463768,4,0,0.181818182,0.181818182,0.636363636,4,6
208,0,41.61630804,0,2.446152116,0,1.444411502,0,3.890563618,116.373041,15.76567171,26439.80744,0.72260131,0.151373957,6740.984631,3.652556267,1771,709.7323944,4,0,0.069767442,0.720930233,0.209302326,3,5
210,0,12.89297381,0,0.403418343,0,2.631681231,0,3.035099574,98.31180876,24.59053655,23334.59221,0.34050358,-0.304678687,6708.35041,3.981062598,3998,586.8888889,3,0,0.069767442,0.720930233,0.209302326,3,5
211,0,16.26408346,0,5.10268231,0.851479024,0.451497599,0.658089788,7.063748721,73.65419658,18.80749774,26115.57399,-0.085228608,0.067148398,6826.081973,4.08320923,5055,585.6470588,3,0,0.069767442,0.720930233,0.209302326,3,5
214,0,28.38449639,0,0.867819576,1.311077106,2.281043038,0,4.45993972,90.85269492,30.41156722,24983.42309,-0.124139103,0.95446647,6066.7212,3.383571248,5995,417.0521739,3,0,0.069767442,0.720930233,0.209302326,3,5
215,0,7.459757478,0,0.085438593,0,0,0,0.085438593,47.88459347,53.31502148,14882.00737,-0.022594502,-0.357327404,6607.182409,3.91796974,3095,439.8021978,3,0,0.069767442,0.720930233,0.209302326,3,5
216,0,2.799375027,0,0.430944687,0,0,0.193148656,0.624093343,1.112767294,3.905416271,3835.256314,-0.31393683,-0.148778584,7496.457906,4.496047528,823,494.7462687,3,0.181818182,0.090909091,0.545454545,0.181818182,3,4
217,0,4.345115113,0,5.10549217,0.314573925,0.771101573,0.266832497,6.458000165,8.824187324,4.583021648,0,-0.312240977,-0.361837828,8860.363327,3.868377445,553,194.4545455,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
219,0,1.513544365,0,0.536429626,0.71837801,0,0.635216831,1.890024467,8.059056399,5.213724845,154.9872414,-0.284107522,-0.144320836,11142.8923,4.207674709,1795,99.03571429,1,0.744680851,0.14893617,0.063829787,0.042553191,1,1
220,0,7.733327044,0,3.736667412,0.746698302,0.517586209,0.784032737,5.78498466,17.06628755,9.0291998,433.1994673,-0.318528934,-0.383367031,6425.789796,3.015318767,367,241.6097561,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
221,0,2.555883225,0,4.724918772,0.830168284,0,0,5.555087056,3.770786494,3.949474368,513.1112241,-0.321368766,-0.408852645,8756.864008,3.807461045,677,213.3529412,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
222,0,5.88896521,0,4.276107215,0.393973353,0.298198947,0,4.968279515,6.091530668,4.080996507,7321.565417,-0.325374798,-0.396558806,8922.29898,3.543443181,312,423.7627119,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
223,0,3.128556638,0,1.283776752,0,0.146420178,0.675378599,2.105575529,11.16224925,211.9298712,134.4477084,-0.146160703,0.712805628,7270.190354,3.779616918,4549,772.8703704,4,0.027027027,0.675675676,0.189189189,0.108108108,2,3
227,0,9.748465226,0,8.021412504,0.934822753,0.08807908,0.220135988,9.264450325,15.32521823,7.707538856,17786.98294,0.120746941,0.06049212,6760.521088,2.16754383,5616,731.8235294,4,0,0.069767442,0.720930233,0.209302326,3,5
230,0,7.180359562,0,2.738923477,0.050850115,0.784178427,0.231071271,3.80502329,16.98294173,7.38607178,13810.25551,-0.29661254,-0.293468657,7581.692857,4.138879911,1686,679.6986301,4,0,0.069767442,0.720930233,0.209302326,3,5
231,0,41.38102266,0,7.45749965,0,2.430043674,1.510028779,11.3975721,68.86285066,13.75563674,13994.18235,1.049146963,0.193769005,7198.895024,3.429088491,5580,482.4137931,3,0,0.069767442,0.720930233,0.209302326,3,5
232,0,40.46741257,0,4.964213403,1.6063082,0.570600608,0,7.141122211,47.21012382,16.18370314,11337.55197,-0.118803463,0.124930407,6937.519728,3.211159892,1225,412.3214286,3,0,0.069767442,0.720930233,0.209302326,3,5
237,0,17.10273457,0,6.726636815,0,2.456616558,0,9.183253373,66.93932118,14.57240177,25100.6469,0.864326384,1.876706492,6344.563605,3.827067987,11173,666.5054945,4,0,0.181818182,0.181818182,0.636363636,4,6
240,0,2.552378801,0,0.086760888,0,1.559581947,0,1.646342835,26.091921,136.6516829,0,-0.325558083,0.77170052,7629.656783,3.980681948,1159,879,4,0.181818182,0.090909091,0.545454545,0.181818182,3,4
241,0,12.57921275,0,5.208032175,0,0.775172014,0,5.983204189,32.65664376,18.53698129,9710.439624,0.211680476,0.052140307,7641.317655,3.946208757,2707,703.7142857,4,0,0.069767442,0.720930233,0.209302326,3,5
242,0,1.353267261,0,2.737018987,0.933494499,0,0.603459558,4.273973044,3.416190831,6.517568728,0,-0.328825605,-0.405150409,7536.388435,3.190260789,130,135.6666667,1,0.181818182,0.090909091,0.545454545,0.181818182,3,4
244,0,11.96956228,0,1.13277878,0,1.459060525,0,2.591839305,24.92872014,9.14888284,9915.96831,-0.02140886,0.089474695,8688.696159,3.857528159,12895,343.9774436,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
246,0,8.167137324,0,0,0.486863738,0.377723792,1.544873101,2.409460631,27.01748568,23.08484816,6631.843065,-0.247700038,0.341633578,11799.15871,4.257769827,423,347.5869565,2,0.744680851,0.14893617,0.063829787,0.042553191,1,1
250,0,12.59343166,0,1.089343153,0.163891949,0.963997855,0.777733982,2.994966939,39.54656419,18.68567944,17273.74472,-0.042024197,-0.154439698,6905.63677,3.752164429,3750,415.1866667,3,0,0.069767442,0.720930233,0.209302326,3,5
252,0,0.927840886,0,0,0.160738988,0.088407222,0.163315349,0.412461559,4.78070433,7.04515068,2179.425742,-0.331067401,-0.385107393,8546.415133,3.965479048,1306,168.8378378,1,0.268656716,0.537313433,0.141791045,0.052238806,2,2
253,0,0.808779979,0,0.331998192,0.118018469,0.025856795,0.122668936,0.598542392,4.127912591,10.89345147,1940.359962,-0.315197866,-0.382777634,10847.75888,5.016522312,8892,342.027027,2,0.744680851,0.14893617,0.063829787,0.042553191,1,1
254,0,2.646076662,0,0.269723631,0.321573757,0.023871138,0.23427619,0.849444716,4.986612124,5.71647,2892.698343,-0.32002769,-0.311341695,9275.37585,4.138129833,954,253.9221557,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
256,0,4.492710679,0,2.03844177,0.068779145,0.046875687,0.724839927,2.878936529,12.99779908,8.648857071,3101.446988,-0.223850135,-0.283566295,8976.239071,4.159456042,2306,308.592,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
257,0,4.452334521,0,2.772064011,0.472266746,0.185598362,0.402269796,3.832198915,29.5660193,15.90413701,6620.231569,-0.238882403,-0.116118469,8514.781079,3.714266496,4610,418.4928367,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
258,0,4.632380872,0,1.10627627,0.787017475,0,0.755523032,2.648816777,37.24805001,10.82640517,10009.01916,-0.294193337,-0.338251486,10779.39614,4.740735785,737,529.0454545,3,0.744680851,0.14893617,0.063829787,0.042553191,1,1
259,0,1.921711399,0,0,0,0,0.354830853,0.354830853,4.881234956,7.344025965,4565.266006,-0.329966302,-0.412086923,9061.284052,3.985609272,129,233.6666667,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
262,0,7.817493988,0,2.909417175,0,0.456898085,0.324683574,3.690998834,51.19576109,24.27956536,8881.810117,-0.2795539,-0.327343402,8542.007871,3.934200974,2267,400.7361111,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
263,0,3.848588819,0,1.96887089,0.254236034,0.874260181,0.050016216,3.147383321,8.171674411,7.42138714,2895.379358,-0.280628129,-0.277745628,7494.523129,3.43407983,2895,238.4875,2,0.027027027,0.675675676,0.189189189,0.108108108,2,3
264,0,2.699456869,0,0.833678232,0.682707894,0.37827051,0.308146688,2.202803324,2.668859426,4.090616345,0,-0.331924826,-0.372667498,7750.730952,3.348921245,9,359.55,2,0.181818182,0.090909091,0.545454545,0.181818182,3,4
265,0,10.87127863,0,7.216386835,0.787515992,0.479789424,0,8.483692251,92.29834675,29.02986407,23982.22511,-0.001652798,0.71357219,6900.451161,4.109638215,15396,876.8108108,4,0,0.181818182,0.181818182,0.636363636,4,6
267,0,7.6980615,0,2.731464819,0,0.539970673,0,3.271435492,22.70920428,13.74062372,7278.877419,-0.085613775,0.013399128,8092.592857,3.812807017,4011,451.8734177,3,0.027027027,0.675675676,0.189189189,0.108108108,2,3
270,0,3.780919111,0,0.824609237,0,0.076719914,0,0.901329151,4.569777376,4.036843769,1739.729484,-0.183892494,-0.275374936,10171.06497,3.764635136,1184,228.1803279,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
271,0,2.987407331,0,0.670570352,0,0.158689163,0,0.829259515,4.712758561,4.126446934,1436.077528,-0.174911288,-0.214544284,9401.327551,3.728929302,845,349.0952381,2,0.268656716,0.537313433,0.141791045,0.052238806,2,2
272,0,9.770153384,0,0.049864869,0,0.972367201,0,1.02223207,15.02273843,4.919465096,6032.02167,-0.251751374,-0.362022476,10065.14762,3.47093717,1620,444.0227273,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
290,0,0.703096295,0,0.031462638,0.007488481,0,0.245794315,0.284745434,5.65893344,11.37102622,1484.091035,-0.332479569,-0.40320142,6140.318027,3.538466311,42,474.025641,3,0.181818182,0.090909091,0.545454545,0.181818182,3,4
293,0,18.31218848,0,8.558396856,0,0.872679888,0,9.431076744,65.88468035,15.6906298,14919.34604,0.302618952,0.412020675,6320.877049,3.368954215,4910,560.4,3,0,0.069767442,0.720930233,0.209302326,3,5
298,0,1.110049534,0,1.297620367,0.048501803,0.165511164,0.07698222,1.588615554,4.679520117,10.27215669,1902.477848,-0.289769529,-0.281285994,7863.782209,3.165570616,2677,409.6086957,3,0.181818182,0.090909091,0.545454545,0.181818182,3,4
299,0,1.719624321,0,0,0,0.02308523,0.536298136,0.559383366,11.24254505,17.12677735,2074.251341,-0.325871762,-0.144888845,9118.62115,4.804849293,492,418.9189189,3,0.268656716,0.537313433,0.141791045,0.052238806,2,2
